,Case Number,Date,Year,Type,Country,Area,Location,Activity,Name,Sex ,Age,Injury,Fatal,Time,Species ,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Unnamed: 22,Unnamed: 23
57,2017.11.30.b,30-Nov-2017,2017,Unprovoked,costa rica,Cocos Island,Manuelita,scuba diving,__ Jimenez,M,26.0,serious injury to leg,False,Unknown,"Tiger shark, female",R. Arauz,2017.11.30.b-Jimenez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.b-Jimenez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.b-Jimenez.pdf,2017.11.30.b,2017.11.30.b,6246.0,unknown,unknown
58,2017.11.30.a,30-Nov-2017,2017,Unprovoked,costa rica,Cocos Island,Manuelita,scuba diving,Rohina Bhandari,F,49.0,fatal,True,Unknown,"Tiger shark, female",R. Arauz,2017.11.30.a-Bhandari.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.a-Bhandari.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.30.a-Bhandari.pdf,2017.11.30.a,2017.11.30.a,6245.0,unknown,unknown
59,2017.11.25.R,Reported 25-Nov-2017,2017,Sea Disaster,libya,libya, Gars Garabulli,2 boats capsized,31 migrants,M,25.0,fatal,True,Unknown,Some drowned but other may have been killed by blue sharks,"TG Com 24, 11/25/2017",2017.11.25.R-Libya.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.25.R-Libya.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.25.R-Libya.pdf,2017.11.25.R,2017.11.25.R,6244.0,unknown,unknown
60,2017.11.24,24-Nov-2017,2017,Unprovoked,usa,California,"Stillwater Cove, Monterey County",spearfishing,Grigor Azatian,M,25.0,right leg bitten,False,Unknown,Unknown,"R. Collier, GSAF",2017.11.24-Azatian.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.24-Azatian.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.24-Azatian.pdf,2017.11.24,2017.11.24,6243.0,unknown,unknown
61,2017.11.18,18-Nov-2017,2017,Unprovoked,usa,Florida,"Floridana Beach, Brevard County",surfing,Kaia Anderson,F,14.0,heel bitten,False,Unknown,Unknown,"Florida Today, 11/21/2017",2017.11.18-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.18-Anderson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.18-Anderson.pdf,2017.11.18,2017.11.18,6242.0,unknown,unknown
62,2017.11.13.R,Reported 13-Nov-2017,2017,Unprovoked,unknown at sea,unknown at sea,Unknown,surfing,Timur Yunusov,M,24.0,puncture wounds to feet,False,Unknown,Unknown,Instagram,2017.11.13.R-Timur.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13.R-Timur.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13.R-Timur.pdf,2017.11.13.R,2017.11.13.R,6241.0,unknown,unknown
63,2017.11.13,13-Nov-2017,2017,Unprovoked,australia,New South Wales,Avoca Beach,surfing,Charlie Fry,M,25.0,puncture wounds to left shoulder,False,Unknown,Unknown,"B. Myatt, GSAF",2017.11.13-Fry.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13-Fry.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.13-Fry.pdf,2017.11.13,2017.11.13,6240.0,unknown,unknown
64,2017.11.04,04-Nov-2017,2017,Unprovoked,cuba,Holquin Province,Guardalavaca Beach,night bathing,Jesús Cabrera González ,M,22.0,fatal,True,Unknown,Tiger shark,TrackingSharks.com,2017.11.04-Cuba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.04-Cuba.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.04-Cuba.pdf,2017.11.04,2017.11.04,6239.0,unknown,unknown
65,2017.10.31.R,Reported 31-Oct-2017,2017,Unprovoked,australia,Queensland,Magnetic Island,snorkeling,Jack Tolley,M,25.0,calf injured,False,Unknown,Cookiecutter shark,"Townsville Bulletin, 10/31/2017",2017.10.21.R-Tolley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21.R-Tolley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21.R-Tolley.pdf,2017.10.31.R,2017.10.31.R,6238.0,unknown,unknown
66,2017.10.28,28-Oct-2017,2017,Unprovoked,australia,New South Wales,Birubi Point,surfing,male,M,31.0,minor injury to foot,False,Unknown,Unknown,"B. Myatt, GSAF",2017.10.28-Birubi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.28-Birubi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.28-Birubi.pdf,2017.10.28,2017.10.28,6237.0,unknown,unknown
67,2017.10.26,26-Oct-2017,2017,Unprovoked,usa,Hawaii,"White Plains Beach, Oahu",stand-up paddleboarding,male,M,25.0,no injury but shark bit sup,False,Unknown,Unknown,"Hawaii News Now, 10/27/2017",2017.10.26-Oahu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.26-Oahu.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.26-Oahu.pdf,2017.10.26,2017.10.26,6236.0,unknown,unknown
68,2017.10.23.c,23-Oct-2017,2017,Unprovoked,mauritius,Pamplemousses ,Le Goulet,swimming,male,M,25.0,minor injury to foot,False,Unknown,Unknown,"J. LeBlanc, GSAF",2017.10.23.c-Mauritius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.c-Mauritius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.c-Mauritius.pdf,2017.10.23.c,2017.10.23.c,6235.0,unknown,unknown
69,2017.10.23.b,23-Oct-2017,2017,Unprovoked,usa,Florida,"Juno Beach, Palm Beach County",surfing ,Jason Hartl,M,17.0,lacerations to left foot,False,Unknown,Unknown,"WPBF News, 10/24/2017",2017.10.23.b-Hartl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.b-Hartl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.b-Hartl.pdf,2017.10.23.b,2017.10.23.b,6234.0,unknown,unknown
70,2017.10.23.a,23-Oct-2017,2017,Unprovoked,usa,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",swimming,Susan Peteka,F,60.0,severe lacerations to left hand & wrist,False,Unknown,Unknown,"Palm Beach Post, 11/1/2017",2017.10.23.a-Peteka.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.a-Peteka.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.23.a-Peteka.pdf,2017.10.23.a,2017.10.23.a,6233.0,unknown,unknown
71,2017.10.22,22-Oct-2017,2017,Unprovoked,australia,South Australia,Normanville,kayaking / fishing,Sarah Williams,F,15.0,minor injuries,False,Unknown,Unknown,"Nine News, 10/22/2017",2017.10.22-Williams.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.22-Williams.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.22-Williams.pdf,2017.10.22,2017.10.22,6232.0,unknown,unknown
72,2017.10.21,21-Oct-2017,2017,Unprovoked,new zealand,North Island,"Off Tapuna Beach, Auckand",kayaking,David Lomas,M,25.0,"no injury, shark shook kayak x3 ",False,Unknown,Unknown,"New Zealand Herald, 10/22/2017",2017.10.21-Lomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21-Lomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.21-Lomas.pdf,2017.10.21,2017.10.21,6231.0,unknown,unknown
73,2017.10.18,18-Oct-2017,2017,Unprovoked,usa,Florida,"Lantana Beach, Palm Beach County",swimming,Carlos Iribam,M,25.0,puncture wounds & lacerations to foot,False,Unknown,Unknown,"WPTV, 10/19/2017",2017.10.18-Iribam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.18-Iribam.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.18-Iribam.pdf,2017.10.18,2017.10.18,6230.0,unknown,unknown
74,2017.10.09,09-Oct-2017,2017,Unprovoked,usa,Hawaii,"Davidsons Beach, Kekaha, Kauai",surfing,Mitch Milan,M,54.0,lacerations to left hand,False,Unknown,Unknown,"Hawaii News Now, 10/10/2017",2017.10.09-Milan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.09-Milan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.09-Milan.pdf,2017.10.09,2017.10.09,6229.0,unknown,unknown
75,2017.10.05,05-Oct-2017,2017,Unprovoked,usa,Hawaii,"Kamaole Beach Park, Maui ",snorkeling,female,F,40.0,abrasions,False,Unknown,Unknown,"Maui Now, 10/5/2017",2017.10.05-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.05-Hawaii.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.05-Hawaii.pdf,2017.10.05,2017.10.05,6228.0,unknown,unknown
76,2017.10.01,01-Oct-2017,2017,Invalid,south africa,Western Cape Province,Dyer Island,scuba diving,Bradley Fick,M,31.0,fatal,False,Unknown,Death may have been due to drowning,"All Africa, 10/11/2017 ",2017.10.01-Fick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.01-Fick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.01-Fick.pdf,2017.10.01,2017.10.01,6227.0,unknown,unknown
77,2017.09.25.b,25-Sep-2017,2017,Unprovoked,usa,Florida,"Hanna Park, Jacksonville, Duval County",surfing,Justin White,M,25.0,lacerations to lower left leg and foot,False,Unknown,Unknown,"News4Jax, 9/26/2017",2017.09.25.b-White.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.b-White.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.b-White.pdf,2017.09.25.b,2017.09.25.b,6226.0,unknown,unknown
78,2017.09.25.a,25-Sep-2017,2017,Unprovoked,australia,Western Australia,Gracetown,surfing,Catherine Vissers,M,25.0,"no injury, board damaged by shark",False,Unknown,Unknown,"Stab Magazine, 9/26/2017",2017.09.25.a-Vissers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf,2017.09.25.a,2017.09.25.a,6225.0,unknown,unknown
79,2017.09.24.b,24-Sep-2017,2017,Invalid,usa,New York,Rockaway,surfing,Michah Behrend,M,33.0,"lacerations to right ankle, foot & toe",False,Unknown,Questionable,"S. Curatolo-Wageman, GSAF",2017.09.24.b-Behrend.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.b-Behrend.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.b-Behrend.pdf,2017.09.24.b,2017.09.24.b,6224.0,unknown,unknown
80,2017.09.24.a,24-Sep-2017,2017,Unprovoked,usa,Florida,Fort Worth,surfing,male,M,25.0,laceration to upper arm,False,Unknown,Unknown,"Sun Sentinel, 9/24/2017",2017.09.24.a-FortWorth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.a-FortWorth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.24.a-FortWorth.pdf,2017.09.24.a,2017.09.24.a,6223.0,unknown,unknown
81,2017.09.20,20-Sep-2017,2017,Unprovoked,usa,Florida,Palm Beach County,surfing,Richard Inniss,M,25.0,minor lacerations to sole of left foot,False,Unknown,Unknown,"WPTV, 9/25/2017",2017.09.20-Inniss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.20-Inniss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.20-Inniss.pdf,2017.09.20,2017.09.20,6222.0,unknown,unknown
82,2017.09.16.b,16-Sep-2017,2017,Unprovoked,spain,Canary Islands,Gran Canaria ,body surfing,male,M,13.0,lacerations to right foot,False,Unknown,Unknown,Turismo La Aldea,2017.09.16.b-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.b-GrandCanary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.b-GrandCanary.pdf,2017.09.16.b,2017.09.16.b,6221.0,unknown,unknown
83,2017.09.16.a,16-Sep-2017,2017,Unprovoked,usa,Florida,"Ponce Inlet, Volusia County",surfing,male,M,28.0,lacerations to left foot,False,Unknown,Unknown,"Orlando Sentinel, 9/16/2017",2017.09.16.a-Volusia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.a-Volusia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.16.a-Volusia.pdf,2017.09.16.a,2017.09.16.a,6220.0,unknown,unknown
84,2017.09.15.b,15-Sep-2017,2017,Invalid,south africa,Western Cape Province,Hawston,scuba diving,Wayon Love,M,25.0,"fatal, but death was probably due to drowning",False,Unknown,Unknown,"Ground Up, 9/20/2017",2017.09.15.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.b-Love.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.b-Love.pdf,2017.09.15.b,2017.09.15.b,6219.0,unknown,unknown
85,2017.09.15.a,15-Sep-2017,2017,Boat,samoa, Upolu Island,Nofoalii,fishing,male,M,25.0,injuries to hands and legs,False,Unknown,Unknown,"Samoa Observer, 9/16/2017",2017.09.15.a-Samoa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.a-Samoa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.15.a-Samoa.pdf,2017.09.15.a,2017.09.15.a,6218.0,unknown,unknown
86,2017.09.14,Sep-2017,2017,Boat,australia,Westerm Australia,Esperance,fishing,John Doe,M,25.0,"sharks rammed boats, no injury to occupants",False,Unknown,Unknown,"B. Myatt, GSAF",2017.09.14-EsperanceBoats.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf,2017.09.14,2017.09.14,6217.0,unknown,unknown
87,2017.09.13,13-Sep-2017,2017,Unprovoked,usa,Florida,"Ponce Inlet, Volusia County",surfing,Benjamin Loyd,M,18.0,lacerations to left foot,False,Unknown,Unknown,"TrackingSharks.com, 10/22/2017",2017.09.13-Loyd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.13-Loyd.pdf,2017.09.13,2017.09.13,6216.0,unknown,unknown
88,2017.09.10.b,10-Sep-2017,2017,Unprovoked,australia,Westerm Australia,Sam's Creek area,swimming,male,M,25.0,minor injuries,False,Unknown,Unknown,"West Australian, 9/11/2017",2017.09.10.b-Samson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf,2017.09.10.b,2017.09.10.b,6215.0,unknown,unknown
89,2017.09.10.a,10-Sep-2017,2017,Unprovoked,australia,New South Wales,Iluka Beach,surfing,Abe McGrath,M,35.0,minor lacerations to right hip,False,Unknown,Unknown,"B. Myatt, GSAF",2017.09.10.a-McGrath.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf,2017.09.10.a,2017.09.10.a,6214.0,unknown,unknown
90,2017.09.06.R,Reported 06-Sep-2017,2017,Unprovoked,solomon islands,solomon islands,Owarigi Island,spearfishing,Bartholmew,M,25.0,foot bitten,False,Unknown,Unknown,BBC,2017.09.06-Bartholomew.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.06-Bartholomew.pdf,2017.09.06.R,2017.09.06.R,6213.0,unknown,unknown
91,2017.09.03.b,03-Sep-2017,2017,Unprovoked,south africa,Western Cape Province,Dyer Island,"swimming, poaching abalone",Sivuyile Xelela,M,25.0,fatal,True,Unknown,Unknown,"All Africa, 10/11/2017",2017.09.03.b-Xelela.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf,2017.09.03.b,2017.09.03.b,6212.0,unknown,unknown
92,2017.09.03.a,03-Sep-2017,2017,Unprovoked,japan,Shizuoka Prefecture,Iwata City,surfing,male,M,42.0,injury to ankle & feet,False,Unknown,Unknown,"Japan Today, 9/4/2017",2017.09.03.a-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf,2017.09.03.a,2017.09.03.a,6211.0,unknown,unknown
93,2017.09.02.c,02-Sep-2017,2017,Unprovoked,usa,Florida,"Marathon, Monroe County",swimming,Ervin Maccarty,M,25.0,lacerations to abdomen,False,Unknown,Nurse shark,NewsFlare,2017.09.02.c-Maccarty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf,2017.09.02.c,2017.09.02.c,6210.0,unknown,unknown
94,2017.09.02.b,02-Sep-2017,2017,Unprovoked,usa,Texas,"South Padre Island, Cameron County",swimming,female,F,25.0,lacerations to foot,False,Unknown,Unknown,"Brownsville Herald, 9/5/2017",2017.09.02.b-SouthPadre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf,2017.09.02.b,2017.09.02.b,6209.0,unknown,unknown
95,2017.09.02.a,02-Sep-2017,2017,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",surfing,Chase Elmore,M,17.0,minor injury to right hand,False,Unknown,Unknown,"Click Orlando, 9/2/2017",2017.09.02.a-Elmore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf,2017.09.02.a,2017.09.02.a,6208.0,unknown,unknown
96,2017.08.29,29-Aug-2017,2017,Unprovoked,australia,Victoria,Cathedral Rock,surfing,Marcel Brundler,M,37.0,"no injury, board bitten",False,Unknown,Unknown,"B. Myatt, GSAF",2017.08.27-Brundler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf,2017.08.29,2017.08.29,6207.0,unknown,unknown
97,2017.08.27,27-Aug-2017,2017,Unprovoked,usa,Florida,Bathtub Beach ,wading,Violet Veatch,F,25.0,leg injured,False,Unknown,Unknown,"Sun Sentinel, 8/27/2017",2017.08.27-Veatch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf,2017.08.27,2017.08.27,6206.0,unknown,unknown
98,2017.08.26.b,26-Aug-2017,2017,Invalid,spain,Castellón,Grao de Moncofa,swimming,female,F,11.0,lacerations to left foot,False,Unknown,Shark involvement questionable,"El Periodico Mediterraneo, 8/27/2017",2017.08.26.b-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf,2017.08.26.b,2017.08.26.b,6205.0,unknown,unknown
99,2017.08.26.a,26-Aug-2017,2017,Unprovoked,new zealand,North Island,Off Tutukaka,canoeing,Matt Kensington,M,25.0,"no injury, shark bit canoe",False,Unknown,Unknown,"C.Black, GSAF",2017.08.26.a-Kensington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf,2017.08.26.a,2017.08.26.a,6204.0,unknown,unknown
100,2017.08.23,23-Aug-2017,2017,Unprovoked,usa,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",sup,Cleveland Bigelow,M,69.0,not injured by shark but board bitten,False,Unknown,Unknown,"Cape Cod Times, 8/23/2017",2017.08.23-Bigelow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf,2017.08.23,2017.08.23,6203.0,unknown,unknown
101,2017.08.18,18-Aug-2017,2017,Unprovoked,bahamas,bahamas,Unknown,spearfishing,male,M,25.0,hand injured,False,Unknown,Unknown,"CBS12, 8/18/2017",2017.08.18-JupiterDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf,2017.08.18,2017.08.18,6202.0,unknown,unknown
102,2017.08.10,10-Aug-2017,2017,Unprovoked,usa,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",swimming,Linton Suttle,M,13.0,minor cuts to sole & toes of left foot,False,Unknown,Possibly a juvenile blacktip shark,"C. Creswell, GSAF",2017.08.10-Suttle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf,2017.08.10,2017.08.10,6201.0,unknown,unknown
103,2017.08.05,05-Aug-2017,2017,Unprovoked,egypt,Red Sea Protectorate,Marsa Ghalib,snorkeling,Kirsten Schachinger,F,20.0,bite to right leg/hip,False,Unknown,Unknown,"Egyptian government, 8/5/2017",2017.08.05-Schachinger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf,2017.08.05,2017.08.05,6200.0,unknown,unknown
104,2017.08.03,03-Aug-2017,2017,Provoked,usa,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",fishing,male,M,34.0,foot bitten by landed shark provoked incident,False,Unknown,Unknown,"MassLive, 8/4/2017",2017.08.03-Massachusetts.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf,2017.08.03,2017.08.03,6199.0,unknown,unknown
105,2017.08.01,01-Aug-2017,2017,Boat,usa,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",kayaking / fishing,Patrick Conroy,M,25.0,"no injury, bow of kayak bitten",False,Unknown,Unknown,"R. Collier, GSAF",2017.08.01-Conroy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf,2017.08.01,2017.08.01,6198.0,unknown,unknown
